Total Return,CAGR,Max Drawdown,Sharpe Ratio,Sortino Ratio,Calmar Ratio
2.4270731706725623,0.23286936380245749,-0.10610992028225774,1.5047358389774732,1.865434537512955,2.1946050207465357
